,T0,T1,T2,B_1
T0,-0.95,-0.41,-0.01,-0.09
T1,-0.19,-2.11,0.11,0.29
T2,-0.01,-0.05,-2.08,-0.01
B_1,-0.25,-0.0,-0.02,0.02
