,T0,T1,T2,E_1
T0,-1.09,0.03,0.0,0.82
T1,-0.7,-1.87,-0.13,0.17
T2,-0.23,0.28,-2.13,0.64
E_1,-1.2,-0.31,-0.85,-2.31
