,T0,T1,T2,A_0
T0,-1.03,0.08,-0.04,-0.01
T1,-0.69,-1.83,-0.31,-0.21
T2,-0.06,0.43,-2.09,-0.93
A_0,-0.45,-0.35,-0.29,-2.3
