,T0,T1,T2,B_0
T0,-0.96,-0.91,0.02,-0.02
T1,0.12,-2.09,0.53,-0.05
T2,-0.01,-0.78,-2.03,-0.01
B_0,-0.13,0.09,-0.21,-1.76
