,T0,T1,T2,E_2
T0,-1.11,0.09,0.3,0.52
T1,-0.83,-1.85,0.07,-0.13
T2,-0.62,0.22,-2.01,0.13
E_2,-0.21,-0.25,0.13,-2.19
