,T0,T1,T2,C_1
T0,-0.9,-1.04,-0.85,-0.08
T1,0.25,-2.07,-0.02,0.04
T2,0.51,0.03,-2.22,-0.25
C_1,-0.42,0.01,-0.01,-1.75
