,T0,T1,T2,B_1
T0,-0.75,-0.94,0.41,-0.08
T1,-0.14,-2.07,0.0,0.15
T2,0.0,0.46,-2.1,0.0
B_1,0.0,-0.02,-0.13,-0.05
