,T0,T1,T2,B_2
T0,-0.79,-1.08,0.44,0.08
T1,-0.09,-2.07,0.0,0.34
T2,-0.0,0.5,-2.08,-0.2
B_2,0.0,0.0,-0.15,-1.63
