,T0,T1,T2,C_2
T0,-0.72,-1.09,0.48,-0.76
T1,-0.01,-2.06,-0.0,0.17
T2,0.0,0.49,-2.08,-0.2
C_2,-0.06,-0.0,-0.0,-1.77
