,T0,T1,T2,E_0
T0,-0.77,-1.04,0.4,-0.02
T1,-0.05,-2.02,-0.0,-0.12
T2,-0.0,0.49,-2.13,0.38
E_0,-0.03,-0.23,-0.0,-2.5
