,T0,T1,T2,C_1
T0,-0.73,-1.05,0.46,-0.63
T1,-0.03,-2.03,-0.0,-0.0
T2,0.0,0.48,-2.1,-0.0
C_1,-0.08,-0.0,-0.28,-1.88
