,T0,T1,T2,E_1
T0,-0.78,-0.98,0.4,0.01
T1,-0.08,-2.01,-0.0,-0.06
T2,0.0,0.5,-2.11,0.11
E_1,0.24,-0.0,0.0,-2.58
