,T0,T1,T2,B_0
T0,-0.77,-1.09,0.42,-0.06
T1,-0.06,-2.06,0.0,0.24
T2,0.0,0.47,-2.1,-0.0
B_0,-0.08,0.07,-0.11,-1.69
