,T0,T1,T2,E_2
T0,-0.78,-1.1,0.43,0.01
T1,-0.03,-2.03,-0.0,-0.0
T2,-0.0,0.48,-2.1,0.0
E_2,0.05,-0.58,0.38,-2.12
