,T0,T1,T2,A_0
T0,-0.77,-1.12,0.42,-0.04
T1,-0.02,-2.03,0.0,-0.0
T2,-0.0,0.47,-2.1,-0.01
A_0,0.0,-0.0,-0.76,-2.39
