,T0,T1,T2,C_0
T0,-0.81,-0.2,-0.0,-0.68
T1,-0.88,-1.92,0.75,0.0
T2,0.07,-0.0,-2.09,0.0
C_0,-0.2,0.11,-0.14,-1.7
