,T0,T1,T2,B_2
T0,-0.85,-0.16,-0.3,-0.06
T1,-1.02,-1.93,0.25,0.61
T2,0.28,0.55,-2.16,-0.52
B_2,-0.11,-0.21,0.22,-1.62
