,T0,T1,T2,C_1
T0,-0.81,-0.91,0.09,-0.24
T1,-0.2,-1.98,0.0,0.16
T2,0.0,0.61,-2.15,-0.01
C_1,-0.54,0.11,-0.07,-1.77
