,T0,T1,T2,E_2
T0,-0.83,-1.34,0.04,0.15
T1,-0.03,-2.03,0.01,0.26
T2,0.01,0.55,-2.2,0.49
E_2,-0.02,-1.05,-0.42,-2.1
