,T0,T1,T2,A_0
T0,-0.85,-0.23,-0.4,0.0
T1,-0.84,-1.89,0.5,-0.0
T2,0.37,0.32,-2.16,-1.27
A_0,-0.11,-0.52,-0.08,-2.38
