,T0,T1,T2,B_0
T0,-0.71,-1.12,0.13,-0.22
T1,-0.17,-2.01,0.0,0.77
T2,0.0,0.8,-2.08,-0.11
B_0,-0.01,0.0,-0.84,-1.51
