,T0,T1,T2,C_1
T0,-0.7,-0.92,0.43,-1.1
T1,-0.2,-1.9,0.0,0.35
T2,-0.29,0.81,-2.02,0.01
C_1,0.0,0.0,-0.82,-1.9
