,T0,T1,T2,A_0
T0,-0.73,-0.8,0.08,-0.26
T1,-0.27,-1.83,0.0,-0.09
T2,0.0,0.83,-2.08,-0.21
A_0,-0.01,-0.17,-0.86,-2.31
