,T0,T1,T2,C_2
T0,-0.66,-1.28,0.18,-0.91
T1,-0.01,-1.96,0.0,0.37
T2,0.0,0.78,-2.07,-0.18
C_2,-0.11,0.0,-0.29,-1.67
