,T0,T1,T2,A_1
T0,-0.74,-0.83,0.11,-0.06
T1,-0.24,-1.82,-0.0,-0.42
T2,0.0,0.83,-2.05,-0.66
A_1,-0.0,-0.23,-1.13,-2.16
