,T0,T1,T2,C_2
T0,-0.88,-0.6,-0.26,-0.0
T1,-0.7,-1.94,0.14,0.37
T2,0.0,0.48,-2.13,-0.05
C_2,-1.24,-0.07,0.09,-1.58
