,T0,T1,T2,B_2
T0,-0.88,-1.26,-0.37,0.24
T1,-0.28,-1.99,0.0,0.27
T2,0.13,0.57,-2.14,-0.29
B_2,-0.41,0.16,0.29,-1.55
