,T0,T1,T2,C_0
T0,-0.85,-0.73,-0.19,-0.25
T1,-0.54,-1.95,-0.1,0.37
T2,0.01,0.67,-2.11,-0.41
C_0,-0.54,-0.0,0.34,-1.51
