,T0,T1,T2,E_1
T0,-0.89,-1.03,-0.28,0.48
T1,-0.38,-1.96,0.02,0.37
T2,-0.04,0.5,-2.2,0.78
E_1,-0.41,-1.27,-1.01,-2.3
