,T0,T1,T2,A_1
T0,-0.89,-0.58,-0.41,0.18
T1,-0.68,-1.88,0.34,-0.36
T2,0.18,0.36,-2.09,-1.11
A_1,-0.18,-0.4,-0.35,-2.08
