,T0,T1,T2,E_0
T0,-0.96,-0.36,0.0,0.6
T1,-1.12,-1.88,0.68,-0.18
T2,-0.36,0.0,-2.03,0.57
E_0,-0.66,-0.35,-0.22,-2.42
