,T0,T1,T2,B_1
T0,-0.85,-0.81,-0.1,-0.08
T1,-0.49,-1.92,0.11,0.0
T2,-0.1,0.5,-2.11,0.01
B_1,0.0,0.46,-0.43,-0.05
