,T0,T1,T2,A_0
T0,-0.88,-0.7,-0.17,-0.02
T1,-0.59,-1.9,0.28,-0.43
T2,-0.03,0.39,-2.08,-0.59
A_0,-0.26,-0.52,-0.5,-2.52
