,T0,T1,T2,E_2
T0,-0.88,-0.66,-0.18,-0.06
T1,-0.6,-1.87,-0.0,-0.2
T2,-0.07,0.59,-2.15,0.24
E_2,-0.03,-0.15,-0.0,-2.22
