,T0,T1,T2,D_0
T0,-0.89,-0.62,0.0,0.15
T1,-0.0,-1.84,0.79,-0.0
T2,0.18,0.01,-2.01,0.01
D_0,-0.05,1.45,-0.0,-1.45
