,T0,T1,T2,B_1
T0,-0.88,-0.39,0.01,-0.0
T1,-0.15,-1.89,0.47,0.31
T2,0.15,0.43,-2.03,-0.06
B_1,-0.19,0.3,-0.19,-0.05
