,T0,T1,T2,C_1
T0,-0.9,-0.07,0.01,-0.15
T1,-0.37,-1.73,0.41,0.33
T2,0.08,0.55,-2.06,-0.01
C_1,-1.02,-0.0,-0.31,-1.73
