,T0,T1,T2,E_1
T0,-0.95,-0.18,-0.0,0.61
T1,-0.24,-1.67,0.0,0.0
T2,-0.05,0.82,-2.15,0.67
E_1,-0.22,-0.23,-0.13,-2.36
