,T0,T1,T2,A_0
T0,-0.89,-0.55,0.22,-0.1
T1,-0.0,-1.8,0.83,-0.78
T2,-0.01,0.01,-1.96,0.0
A_0,0.05,0.0,-1.02,-2.45
