,T0,T1,T2,A_1
T0,-0.89,-0.37,-0.04,0.1
T1,-0.01,-1.69,0.0,-0.45
T2,0.19,0.83,-2.08,-1.38
A_1,-0.38,-0.27,-0.09,-2.1
