,T0,T1,T2,C_2
T0,-0.85,-0.51,-0.43,0.06
T1,-0.0,-1.84,0.79,-0.0
T2,0.48,0.0,-2.09,-0.11
C_2,-0.81,0.55,0.01,-1.55
