,T0,T1,T2,B_2
T0,-0.87,-0.44,-0.22,0.07
T1,-0.0,-1.77,0.0,0.25
T2,0.32,0.84,-2.13,-0.45
B_2,-0.26,0.49,0.02,-1.58
