,T0,T1,T2,C_1
T0,-0.88,-0.49,0.0,-0.25
T1,-0.01,-1.75,-0.0,0.26
T2,0.31,0.8,-2.18,-0.35
C_1,-0.56,-0.0,0.0,-1.77
