,T0,T1,T2,E_2
T0,-0.92,-0.32,0.0,0.01
T1,-0.16,-1.68,-0.0,-0.0
T2,0.25,0.79,-2.2,-0.0
E_2,0.23,-0.38,0.06,-2.18
