,T0,T1,T2,A_0
T0,-0.92,-0.01,-0.57,0.09
T1,-0.4,-1.62,0.0,-0.17
T2,0.61,0.79,-2.27,-1.04
A_0,-0.43,-1.22,0.36,-2.34
