,T0,T1,T2,A_1
T0,-0.93,-0.5,0.33,-0.0
T1,-0.01,-1.67,-0.0,-0.78
T2,0.0,0.82,-2.1,-0.47
A_1,-0.0,-0.12,-0.89,-2.21
