,T0,T1,T2,B_2
T0,-0.89,-0.6,0.0,-0.0
T1,-0.02,-1.83,0.0,0.63
T2,0.3,0.73,-2.19,-0.06
B_2,-0.1,0.0,-0.0,-1.56
