,T0,T1,T2,D_0
T0,-0.92,-0.67,-0.0,0.16
T1,-0.2,-2.04,-0.0,1.29
T2,0.36,0.78,-2.13,-0.46
D_0,-0.0,-0.0,0.54,-1.27
