,T0,T1,T2,B_0
T0,-0.68,-0.58,0.36,-0.01
T1,-0.6,-1.94,0.0,0.0
T2,0.0,0.58,-2.08,-0.0
B_0,-0.03,0.26,-0.05,-1.67
