,T0,T1,T2,E_0
T0,-0.68,-0.55,0.02,0.45
T1,-0.59,-1.93,0.0,-0.15
T2,0.25,0.55,-2.21,0.54
E_0,0.0,-0.15,-0.0,-2.5
