,T0,T1,T2,A_0
T0,-0.63,-1.13,0.0,0.0
T1,-0.13,-2.0,0.0,-0.97
T2,0.42,0.48,-2.15,-0.98
A_0,-0.35,-0.14,-0.76,-2.24
