,T0,T1,T2,C_1
T0,-0.66,-0.59,0.37,-0.21
T1,-0.57,-1.94,0.0,0.0
T2,0.0,0.58,-2.08,-0.0
C_1,-0.36,0.12,-0.24,-1.85
