,T0,T1,T2,C_3
T0,-0.59,-0.74,0.0,-0.16
T1,-0.39,-2.0,0.0,0.04
T2,0.38,0.52,-2.2,-0.0
C_3,-0.26,0.05,-0.35,-0.21
