,T0,T1,T2,B_2
T0,-0.66,-1.63,-0.0,0.37
T1,-0.01,-2.1,0.05,-0.0
T2,0.4,0.43,-2.17,-0.18
B_2,-0.29,0.23,-0.0,-1.53
