,T0,T1,T2,A_0
T0,-0.87,-0.96,-0.0,0.08
T1,-0.28,-1.98,0.0,-0.73
T2,0.23,0.61,-2.05,-0.79
A_0,-0.0,-0.0,-0.27,-2.44
