,T0,T1,T2,E_0
T0,-0.94,-0.58,0.16,0.69
T1,-0.68,-1.95,0.0,-0.0
T2,-0.0,0.64,-2.03,-0.0
E_0,0.0,-0.57,-0.0,-2.61
