,T0,T1,T2,C_3
T0,-0.74,-0.69,0.0,-0.48
T1,-0.46,-2.07,-0.0,0.23
T2,0.27,0.59,-2.07,-0.08
C_3,-0.19,-0.28,-0.0,-0.28
