,T0,T1,T2,A_1
T0,-0.9,-0.63,0.2,-0.13
T1,-0.58,-1.93,0.0,-0.41
T2,0.0,0.64,-2.0,-0.35
A_1,-0.0,-0.45,-1.16,-2.08
