,T0,T1,T2,C_2
T0,-0.85,-0.71,-0.08,-0.18
T1,-0.48,-1.98,0.0,0.0
T2,0.26,0.62,-2.09,-0.09
C_2,-1.55,0.03,0.1,-1.51
