,T0,T1,T2,B_2
T0,-0.82,-0.43,-0.05,0.0
T1,-0.58,-1.94,-0.0,-0.09
T2,-0.0,0.0,-2.07,0.0
B_2,0.25,-0.0,0.0,-1.53
