,T0,T1,T2,A_1
T0,-0.82,-0.43,-0.0,-0.0
T1,-0.59,-1.95,-0.0,-0.07
T2,-0.0,0.0,-2.01,-0.74
A_1,-0.3,-0.34,-0.66,-1.98
