,T0,T1,T2,E_1
T0,-0.81,-0.56,-0.0,-0.03
T1,-0.48,-1.97,-0.0,-0.0
T2,-0.0,-0.0,-2.07,-0.01
E_1,-0.28,-0.0,-0.01,-2.61
