,T0,T1,T2,C_1
T0,-0.77,-0.33,-0.0,-0.86
T1,-0.67,-1.94,-0.0,-0.03
T2,-0.0,-0.0,-2.1,0.27
C_1,-0.07,-0.2,0.0,-1.93
