,T0,T1,T2,E_3
T0,-0.79,-0.12,-0.0,-0.48
T1,-1.03,-1.88,-0.0,0.0
T2,-0.02,0.0,-2.2,0.73
E_3,0.0,-0.41,0.0,-1.57
